student_id,grade,ses_level,homework_category,homework_minutes,math_score,reading_score,grade_label,homework_label
10401,1,1,1,0,32.0,48.7,1st Grade,No homework
10402,1,3,2,15,46.4,60.0,1st Grade,Less than 30 min
10403,0,2,3,45,27.0,53.7,Kindergarten,30-60 minutes
10404,1,3,2,15,70.8,46.9,1st Grade,Less than 30 min
10405,5,2,3,45,64.7,43.1,5th Grade,30-60 minutes
10406,0,2,3,45,34.0,,Kindergarten,30-60 minutes
10407,1,1,3,45,44.8,45.7,1st Grade,30-60 minutes
10408,3,1,3,45,49.8,55.2,3rd Grade,30-60 minutes
10409,3,3,4,90,63.7,76.4,3rd Grade,1-2 hours
10410,0,3,2,15,50.8,41.0,Kindergarten,Less than 30 min
10411,4,2,2,15,52.4,68.0,4th Grade,Less than 30 min
10412,4,2,3,45,77.7,63.2,4th Grade,30-60 minutes
10413,1,2,3,45,49.8,51.9,1st Grade,30-60 minutes
10414,1,2,1,0,44.4,55.3,1st Grade,No homework
10415,5,2,2,15,64.3,59.1,5th Grade,Less than 30 min
10416,4,2,2,15,48.7,54.8,4th Grade,Less than 30 min
10417,4,3,2,15,80.0,74.3,4th Grade,Less than 30 min
10418,0,2,1,0,57.4,41.1,Kindergarten,No homework
10419,2,2,3,45,43.3,75.4,2nd Grade,30-60 minutes
10420,3,3,4,90,45.6,65.2,3rd Grade,1-2 hours
10421,1,2,1,0,63.5,,1st Grade,No homework
10422,2,1,3,45,49.2,44.3,2nd Grade,30-60 minutes
10423,3,1,3,45,37.8,37.9,3rd Grade,30-60 minutes
10424,1,2,1,0,,52.9,1st Grade,No homework
10425,4,3,2,15,85.0,85.0,4th Grade,Less than 30 min
10426,5,3,3,45,74.0,76.4,5th Grade,30-60 minutes
10427,1,2,3,45,38.4,52.3,1st Grade,30-60 minutes
10428,5,1,3,45,47.9,59.8,5th Grade,30-60 minutes
10429,0,1,1,0,35.1,29.7,Kindergarten,No homework
10430,5,2,1,0,36.8,78.6,5th Grade,No homework
10431,0,3,3,45,51.7,,Kindergarten,30-60 minutes
10432,0,3,2,15,32.4,45.7,Kindergarten,Less than 30 min
10433,3,1,3,45,35.1,46.5,3rd Grade,30-60 minutes
10434,2,3,4,90,40.3,66.8,2nd Grade,1-2 hours
10435,5,2,3,45,58.7,64.0,5th Grade,30-60 minutes
10436,2,1,3,45,48.4,50.0,2nd Grade,30-60 minutes
10437,1,2,2,15,,74.9,1st Grade,Less than 30 min
10438,3,3,2,15,58.9,60.0,3rd Grade,Less than 30 min
10439,2,2,3,45,46.2,50.3,2nd Grade,30-60 minutes
10440,2,3,3,45,64.3,52.8,2nd Grade,30-60 minutes
10441,4,1,2,15,48.0,59.8,4th Grade,Less than 30 min
10442,4,1,1,0,39.2,70.8,4th Grade,No homework
10443,5,1,3,45,60.6,56.9,5th Grade,30-60 minutes
10444,5,3,4,90,76.0,84.6,5th Grade,1-2 hours
10445,1,2,1,0,50.7,30.8,1st Grade,No homework
10446,4,3,3,45,85.0,84.7,4th Grade,30-60 minutes
10447,2,2,4,90,45.6,73.1,2nd Grade,1-2 hours
10448,4,2,2,15,74.5,55.7,4th Grade,Less than 30 min
10449,2,3,4,90,85.0,66.5,2nd Grade,1-2 hours
10450,5,2,2,15,85.0,62.4,5th Grade,Less than 30 min
10451,4,3,3,45,58.6,57.6,4th Grade,30-60 minutes
10452,5,1,4,90,49.6,75.3,5th Grade,1-2 hours
10453,5,2,3,45,52.5,85.0,5th Grade,30-60 minutes
10454,5,2,3,45,73.0,48.3,5th Grade,30-60 minutes
10455,4,3,4,90,76.5,69.1,4th Grade,1-2 hours
10456,2,1,1,0,45.1,58.3,2nd Grade,No homework
10457,1,2,2,15,47.8,63.9,1st Grade,Less than 30 min
10458,2,2,2,15,61.1,54.4,2nd Grade,Less than 30 min
10459,0,2,1,0,42.7,52.1,Kindergarten,No homework
10460,3,1,3,45,41.9,55.0,3rd Grade,30-60 minutes
10461,3,1,3,45,31.9,68.4,3rd Grade,30-60 minutes
10462,3,3,2,15,78.1,59.9,3rd Grade,Less than 30 min
10463,5,2,4,90,54.5,67.6,5th Grade,1-2 hours
10464,5,2,1,0,67.0,67.0,5th Grade,No homework
10465,1,3,1,0,41.3,43.9,1st Grade,No homework
10466,2,1,2,15,45.6,44.4,2nd Grade,Less than 30 min
10467,2,2,2,15,75.3,48.9,2nd Grade,Less than 30 min
10468,2,3,2,15,64.0,82.2,2nd Grade,Less than 30 min
10469,4,3,3,45,75.2,71.2,4th Grade,30-60 minutes
10470,3,2,3,45,58.9,53.3,3rd Grade,30-60 minutes
10471,3,2,2,15,57.7,48.4,3rd Grade,Less than 30 min
10472,5,2,4,90,60.2,52.0,5th Grade,1-2 hours
10473,4,3,5,150,54.6,80.8,4th Grade,More than 2 hours
10474,0,2,1,0,50.7,30.1,Kindergarten,No homework
10475,4,3,4,90,70.6,54.4,4th Grade,1-2 hours
10476,2,1,2,15,44.3,62.5,2nd Grade,Less than 30 min
10477,1,2,3,45,51.4,41.9,1st Grade,30-60 minutes
10478,0,2,2,15,26.4,51.9,Kindergarten,Less than 30 min
10479,2,2,3,45,41.1,43.0,2nd Grade,30-60 minutes
10480,2,2,4,90,67.4,48.5,2nd Grade,1-2 hours
10481,1,3,1,0,51.4,46.7,1st Grade,No homework
10482,4,3,3,45,69.5,70.4,4th Grade,30-60 minutes
10483,4,1,1,0,32.2,44.2,4th Grade,No homework
10484,1,3,3,45,69.9,65.5,1st Grade,30-60 minutes
10485,0,1,2,15,31.9,60.2,Kindergarten,Less than 30 min
10486,5,2,3,45,63.6,78.7,5th Grade,30-60 minutes
10487,0,3,1,0,,38.1,Kindergarten,No homework
10488,5,1,4,90,42.5,71.8,5th Grade,1-2 hours
10489,3,3,1,0,61.9,57.3,3rd Grade,No homework
10490,1,3,1,0,61.2,49.4,1st Grade,No homework
10491,1,2,2,15,57.6,39.7,1st Grade,Less than 30 min
10492,0,2,1,0,26.1,42.8,Kindergarten,No homework
10493,1,2,2,15,48.1,53.1,1st Grade,Less than 30 min
10494,0,3,1,0,,31.7,Kindergarten,No homework
10495,3,1,3,45,67.2,55.8,3rd Grade,30-60 minutes
10496,1,2,4,90,,54.2,1st Grade,1-2 hours
10497,3,1,1,0,53.7,55.4,3rd Grade,No homework
10498,3,1,3,45,50.7,37.1,3rd Grade,30-60 minutes
10499,1,3,2,15,53.0,51.1,1st Grade,Less than 30 min
10500,0,2,3,45,43.4,40.5,Kindergarten,30-60 minutes
10501,0,3,2,15,55.4,50.3,Kindergarten,Less than 30 min
10502,0,2,2,15,35.3,35.8,Kindergarten,Less than 30 min
10503,4,2,4,90,55.1,64.8,4th Grade,1-2 hours
10504,1,1,1,0,51.2,34.9,1st Grade,No homework
10505,4,3,3,45,78.5,68.9,4th Grade,30-60 minutes
10506,2,1,2,15,33.0,46.0,2nd Grade,Less than 30 min
10507,2,2,2,15,36.1,50.8,2nd Grade,Less than 30 min
10508,3,2,1,0,36.3,77.1,3rd Grade,No homework
10509,4,2,2,15,56.8,54.1,4th Grade,Less than 30 min
10510,1,2,1,0,41.3,45.4,1st Grade,No homework
10511,0,2,2,15,48.1,42.4,Kindergarten,Less than 30 min
10512,3,1,4,90,26.3,27.3,3rd Grade,1-2 hours
10513,1,2,1,0,52.8,39.2,1st Grade,No homework
10514,2,3,1,0,55.1,62.8,2nd Grade,No homework
10515,3,2,5,150,50.4,60.6,3rd Grade,More than 2 hours
10516,2,1,3,45,33.6,57.1,2nd Grade,30-60 minutes
10517,3,2,4,90,47.5,61.3,3rd Grade,1-2 hours
10518,3,1,1,0,56.7,50.2,3rd Grade,No homework
10519,4,1,4,90,58.0,65.3,4th Grade,1-2 hours
10520,4,2,4,90,66.8,62.3,4th Grade,1-2 hours
10521,3,2,2,15,41.9,60.4,3rd Grade,Less than 30 min
10522,4,1,2,15,,71.2,4th Grade,Less than 30 min
10523,5,2,3,45,64.2,73.1,5th Grade,30-60 minutes
10524,2,3,2,15,32.8,45.7,2nd Grade,Less than 30 min
10525,2,3,5,150,49.3,45.3,2nd Grade,More than 2 hours
10526,4,3,3,45,69.9,58.2,4th Grade,30-60 minutes
10527,3,2,4,90,45.4,44.3,3rd Grade,1-2 hours
10528,0,1,2,15,32.8,,Kindergarten,Less than 30 min
10529,5,3,3,45,85.0,70.9,5th Grade,30-60 minutes
10530,0,1,2,15,40.7,15.0,Kindergarten,Less than 30 min
10531,4,1,2,15,70.7,61.4,4th Grade,Less than 30 min
10532,4,2,3,45,41.2,64.0,4th Grade,30-60 minutes
10533,5,1,5,150,42.2,59.4,5th Grade,More than 2 hours
10534,0,3,1,0,57.5,46.5,Kindergarten,No homework
10535,3,3,2,15,67.5,61.5,3rd Grade,Less than 30 min
10536,2,3,3,45,61.3,62.1,2nd Grade,30-60 minutes
10537,2,3,3,45,54.6,73.8,2nd Grade,30-60 minutes
10538,0,1,2,15,32.3,16.6,Kindergarten,Less than 30 min
10539,3,2,4,90,66.4,46.2,3rd Grade,1-2 hours
10540,2,2,1,0,26.1,42.5,2nd Grade,No homework
10541,0,2,2,15,39.8,37.4,Kindergarten,Less than 30 min
10542,3,1,4,90,46.6,55.1,3rd Grade,1-2 hours
10543,4,2,1,0,65.2,61.4,4th Grade,No homework
10544,4,3,3,45,72.2,58.6,4th Grade,30-60 minutes
10545,5,1,3,45,74.1,62.6,5th Grade,30-60 minutes
10546,2,1,1,0,40.0,54.3,2nd Grade,No homework
10547,5,1,3,45,39.8,63.9,5th Grade,30-60 minutes
10548,5,2,4,90,44.4,41.3,5th Grade,1-2 hours
10549,1,2,4,90,40.0,42.7,1st Grade,1-2 hours
10550,0,3,2,15,55.7,44.7,Kindergarten,Less than 30 min
10551,2,2,4,90,54.6,48.8,2nd Grade,1-2 hours
10552,2,2,1,0,45.6,55.9,2nd Grade,No homework
10553,3,2,2,15,60.7,48.0,3rd Grade,Less than 30 min
10554,3,2,5,150,57.9,50.1,3rd Grade,More than 2 hours
10555,4,2,4,90,58.5,55.9,4th Grade,1-2 hours
10556,3,3,2,15,69.0,81.5,3rd Grade,Less than 30 min
10557,0,3,2,15,37.7,47.7,Kindergarten,Less than 30 min
10558,5,1,3,45,56.4,63.7,5th Grade,30-60 minutes
10559,1,1,2,15,59.3,30.9,1st Grade,Less than 30 min
10560,5,1,4,90,67.4,85.0,5th Grade,1-2 hours
10561,0,2,2,15,41.3,49.3,Kindergarten,Less than 30 min
10562,5,2,3,45,79.5,73.6,5th Grade,30-60 minutes
10563,0,2,1,0,62.9,24.2,Kindergarten,No homework
10564,1,3,1,0,73.8,37.6,1st Grade,No homework
10565,0,1,2,15,23.3,52.8,Kindergarten,Less than 30 min
10566,4,2,3,45,68.1,76.1,4th Grade,30-60 minutes
10567,5,2,5,150,37.2,71.0,5th Grade,More than 2 hours
10568,2,2,3,45,36.9,48.5,2nd Grade,30-60 minutes
10569,5,2,3,45,69.0,63.0,5th Grade,30-60 minutes
10570,3,3,4,90,74.0,57.8,3rd Grade,1-2 hours
10571,3,1,3,45,34.2,,3rd Grade,30-60 minutes
10572,5,1,3,45,27.6,49.3,5th Grade,30-60 minutes
10573,1,2,2,15,47.8,52.9,1st Grade,Less than 30 min
10574,2,2,5,150,53.3,60.9,2nd Grade,More than 2 hours
10575,5,1,3,45,63.6,54.2,5th Grade,30-60 minutes
10576,5,1,4,90,63.3,65.7,5th Grade,1-2 hours
10577,5,2,3,45,58.7,53.0,5th Grade,30-60 minutes
10578,5,2,3,45,66.5,85.0,5th Grade,30-60 minutes
10579,0,3,2,15,53.5,56.0,Kindergarten,Less than 30 min
10580,4,2,4,90,61.8,66.3,4th Grade,1-2 hours
10581,2,1,1,0,15.0,44.6,2nd Grade,No homework
10582,5,2,3,45,78.3,65.0,5th Grade,30-60 minutes
10583,2,1,2,15,36.0,39.5,2nd Grade,Less than 30 min
10584,3,2,2,15,44.4,50.7,3rd Grade,Less than 30 min
10585,3,2,4,90,45.6,70.8,3rd Grade,1-2 hours
10586,1,2,1,0,52.5,67.8,1st Grade,No homework
10587,0,3,2,15,43.3,55.5,Kindergarten,Less than 30 min
10588,5,1,4,90,57.4,39.0,5th Grade,1-2 hours
10589,4,3,2,15,62.0,75.6,4th Grade,Less than 30 min
10590,0,3,1,0,45.5,51.8,Kindergarten,No homework
10591,4,2,2,15,47.3,80.0,4th Grade,Less than 30 min
10592,3,1,2,15,54.0,41.3,3rd Grade,Less than 30 min
10593,2,2,3,45,34.2,63.6,2nd Grade,30-60 minutes
10594,1,2,2,15,57.0,57.2,1st Grade,Less than 30 min
10595,5,2,4,90,77.1,51.1,5th Grade,1-2 hours
10596,4,1,3,45,47.9,56.4,4th Grade,30-60 minutes
10597,3,3,1,0,64.9,49.3,3rd Grade,No homework
10598,3,1,3,45,27.0,58.1,3rd Grade,30-60 minutes
10599,0,2,2,15,38.1,32.2,Kindergarten,Less than 30 min
10600,2,1,2,15,47.8,57.7,2nd Grade,Less than 30 min
10601,1,2,2,15,43.1,37.9,1st Grade,Less than 30 min
10602,1,3,1,0,59.2,54.2,1st Grade,No homework
10603,3,2,1,0,59.1,71.7,3rd Grade,No homework
10604,5,1,3,45,50.9,49.0,5th Grade,30-60 minutes
10605,2,3,2,15,46.9,59.4,2nd Grade,Less than 30 min
10606,1,3,3,45,56.1,62.1,1st Grade,30-60 minutes
10607,3,3,3,45,50.0,65.7,3rd Grade,30-60 minutes
10608,5,3,2,15,76.1,70.6,5th Grade,Less than 30 min
10609,4,2,3,45,68.4,54.7,4th Grade,30-60 minutes
10610,5,2,3,45,77.2,84.4,5th Grade,30-60 minutes
10611,3,2,2,15,62.2,73.4,3rd Grade,Less than 30 min
10612,4,1,4,90,23.3,50.6,4th Grade,1-2 hours
10613,0,2,1,0,33.8,45.1,Kindergarten,No homework
10614,2,3,4,90,58.9,50.4,2nd Grade,1-2 hours
10615,2,2,2,15,43.2,68.9,2nd Grade,Less than 30 min
10616,3,3,3,45,73.5,68.0,3rd Grade,30-60 minutes
10617,5,2,5,150,45.1,74.9,5th Grade,More than 2 hours
10618,5,2,4,90,85.0,85.0,5th Grade,1-2 hours
10619,0,2,1,0,56.8,43.6,Kindergarten,No homework
10620,1,2,2,15,41.8,41.5,1st Grade,Less than 30 min
10621,2,2,2,15,59.6,62.5,2nd Grade,Less than 30 min
10622,1,1,2,15,44.7,39.3,1st Grade,Less than 30 min
10623,3,1,3,45,40.3,49.1,3rd Grade,30-60 minutes
10624,5,3,3,45,84.6,77.7,5th Grade,30-60 minutes
10625,5,1,2,15,57.5,49.1,5th Grade,Less than 30 min
10626,3,2,3,45,47.2,59.3,3rd Grade,30-60 minutes
10627,5,2,1,0,52.9,73.4,5th Grade,No homework
10628,3,2,2,15,56.8,63.5,3rd Grade,Less than 30 min
10629,1,3,2,15,47.1,64.9,1st Grade,Less than 30 min
10630,3,2,3,45,64.7,47.1,3rd Grade,30-60 minutes
10631,3,3,3,45,54.3,64.8,3rd Grade,30-60 minutes
10632,4,2,2,15,66.7,76.4,4th Grade,Less than 30 min
10633,1,2,4,90,45.4,42.6,1st Grade,1-2 hours
10634,2,3,3,45,85.0,44.4,2nd Grade,30-60 minutes
10635,2,3,2,15,65.6,59.5,2nd Grade,Less than 30 min
10636,5,3,5,150,78.6,76.9,5th Grade,More than 2 hours
10637,2,2,4,90,44.7,54.8,2nd Grade,1-2 hours
10638,4,1,2,15,51.7,,4th Grade,Less than 30 min
10639,4,1,3,45,52.1,61.2,4th Grade,30-60 minutes
10640,1,3,2,15,43.5,38.0,1st Grade,Less than 30 min
10641,3,3,2,15,63.7,71.6,3rd Grade,Less than 30 min
10642,5,2,3,45,52.7,55.5,5th Grade,30-60 minutes
10643,2,2,3,45,52.7,45.2,2nd Grade,30-60 minutes
10644,5,2,3,45,56.2,85.0,5th Grade,30-60 minutes
10645,1,2,3,45,44.4,69.3,1st Grade,30-60 minutes
10646,0,2,1,0,30.4,51.4,Kindergarten,No homework
10647,5,2,5,150,73.5,66.3,5th Grade,More than 2 hours
10648,5,3,4,90,79.2,70.2,5th Grade,1-2 hours
10649,5,1,4,90,67.1,53.5,5th Grade,1-2 hours
10650,4,2,2,15,58.0,69.1,4th Grade,Less than 30 min
10651,5,2,4,90,70.4,,5th Grade,1-2 hours
10652,4,2,3,45,66.9,75.3,4th Grade,30-60 minutes
10653,5,2,4,90,79.9,53.6,5th Grade,1-2 hours
10654,3,3,2,15,66.3,42.1,3rd Grade,Less than 30 min
10655,2,1,3,45,31.2,35.3,2nd Grade,30-60 minutes
10656,5,1,1,0,67.6,71.5,5th Grade,No homework
10657,2,3,3,45,43.6,65.8,2nd Grade,30-60 minutes
10658,3,2,4,90,59.1,58.8,3rd Grade,1-2 hours
10659,2,1,3,45,50.0,,2nd Grade,30-60 minutes
10660,3,2,2,15,49.0,71.2,3rd Grade,Less than 30 min
10661,2,2,2,15,42.0,47.4,2nd Grade,Less than 30 min
10662,0,1,1,0,43.3,36.0,Kindergarten,No homework
10663,5,2,3,45,55.4,70.3,5th Grade,30-60 minutes
10664,2,3,1,0,55.2,61.0,2nd Grade,No homework
10665,3,2,1,0,63.6,38.1,3rd Grade,No homework
10666,0,1,2,15,53.4,40.0,Kindergarten,Less than 30 min
10667,0,2,1,0,55.7,47.2,Kindergarten,No homework
10668,1,2,4,90,40.2,58.3,1st Grade,1-2 hours
10669,4,1,3,45,53.3,59.3,4th Grade,30-60 minutes
10670,0,3,2,15,34.3,67.8,Kindergarten,Less than 30 min
10671,5,2,2,15,31.7,66.5,5th Grade,Less than 30 min
10672,1,2,4,90,53.8,33.0,1st Grade,1-2 hours
10673,1,3,1,0,55.1,51.9,1st Grade,No homework
10674,1,2,1,0,35.6,40.7,1st Grade,No homework
10675,0,1,1,0,15.0,38.5,Kindergarten,No homework
10676,4,2,2,15,49.7,71.7,4th Grade,Less than 30 min
10677,5,2,3,45,41.4,68.0,5th Grade,30-60 minutes
10678,3,2,4,90,64.7,41.6,3rd Grade,1-2 hours
10679,1,2,1,0,58.1,45.3,1st Grade,No homework
10680,1,2,3,45,30.5,45.6,1st Grade,30-60 minutes
10681,2,2,3,45,60.5,60.2,2nd Grade,30-60 minutes
10682,5,2,5,150,54.1,47.3,5th Grade,More than 2 hours
10683,1,2,1,0,50.4,43.3,1st Grade,No homework
10684,4,2,2,15,65.7,50.9,4th Grade,Less than 30 min
10685,2,2,1,0,52.4,37.2,2nd Grade,No homework
10686,1,2,2,15,46.1,57.9,1st Grade,Less than 30 min
10687,2,2,2,15,52.1,75.5,2nd Grade,Less than 30 min
10688,0,1,1,0,32.2,28.0,Kindergarten,No homework
10689,4,2,2,15,60.2,61.7,4th Grade,Less than 30 min
10690,1,2,2,15,42.4,53.1,1st Grade,Less than 30 min
10691,4,2,3,45,61.8,78.4,4th Grade,30-60 minutes
10692,0,3,1,0,63.4,54.5,Kindergarten,No homework
10693,5,2,2,15,55.3,58.1,5th Grade,Less than 30 min
10694,1,3,2,15,53.7,43.7,1st Grade,Less than 30 min
10695,5,3,4,90,81.5,85.0,5th Grade,1-2 hours
10696,4,3,4,90,55.2,58.9,4th Grade,1-2 hours
10697,5,3,5,150,72.1,56.6,5th Grade,More than 2 hours
10698,2,2,3,45,40.3,60.6,2nd Grade,30-60 minutes
10699,4,2,2,15,64.6,82.7,4th Grade,Less than 30 min
10700,2,1,2,15,37.4,41.3,2nd Grade,Less than 30 min
10701,1,2,4,90,48.3,47.4,1st Grade,1-2 hours
10702,2,2,3,45,42.7,54.0,2nd Grade,30-60 minutes
10703,1,2,3,45,26.5,57.5,1st Grade,30-60 minutes
10704,5,2,4,90,66.1,64.1,5th Grade,1-2 hours
10705,0,2,1,0,70.3,38.1,Kindergarten,No homework
10706,3,2,4,90,61.8,59.9,3rd Grade,1-2 hours
10707,3,2,1,0,,54.2,3rd Grade,No homework
10708,3,2,2,15,46.8,61.7,3rd Grade,Less than 30 min
10709,3,3,2,15,80.4,85.0,3rd Grade,Less than 30 min
10710,0,3,1,0,39.3,43.0,Kindergarten,No homework
10711,3,3,3,45,49.3,55.6,3rd Grade,30-60 minutes
10712,1,1,2,15,46.3,18.1,1st Grade,Less than 30 min
10713,5,3,4,90,74.8,73.7,5th Grade,1-2 hours
10714,4,2,3,45,38.1,,4th Grade,30-60 minutes
10715,5,3,3,45,85.0,78.6,5th Grade,30-60 minutes
10716,0,1,2,15,31.6,51.7,Kindergarten,Less than 30 min
10717,1,2,3,45,26.9,62.2,1st Grade,30-60 minutes
10718,1,2,2,15,55.5,33.1,1st Grade,Less than 30 min
10719,0,2,2,15,15.0,64.0,Kindergarten,Less than 30 min
10720,1,2,2,15,31.7,42.3,1st Grade,Less than 30 min
10721,4,2,1,0,45.9,64.5,4th Grade,No homework
10722,1,2,2,15,66.8,38.1,1st Grade,Less than 30 min
10723,3,2,1,0,79.1,61.4,3rd Grade,No homework
10724,5,2,4,90,53.0,64.5,5th Grade,1-2 hours
10725,4,1,3,45,68.1,51.3,4th Grade,30-60 minutes
10726,2,2,1,0,20.7,56.0,2nd Grade,No homework
10727,2,1,2,15,52.8,28.9,2nd Grade,Less than 30 min
10728,2,2,4,90,60.7,49.9,2nd Grade,1-2 hours
10729,1,2,2,15,57.5,36.1,1st Grade,Less than 30 min
10730,3,2,5,150,55.4,41.6,3rd Grade,More than 2 hours
10731,2,2,4,90,57.5,75.9,2nd Grade,1-2 hours
10732,5,2,4,90,58.6,77.0,5th Grade,1-2 hours
10733,4,3,4,90,70.7,75.3,4th Grade,1-2 hours
10734,3,3,3,45,65.2,65.1,3rd Grade,30-60 minutes
10735,2,2,2,15,47.2,37.2,2nd Grade,Less than 30 min
10736,1,2,4,90,51.6,46.7,1st Grade,1-2 hours
10737,4,2,3,45,54.4,75.7,4th Grade,30-60 minutes
10738,2,1,1,0,55.1,25.1,2nd Grade,No homework
10739,1,2,1,0,48.6,47.2,1st Grade,No homework
10740,1,3,3,45,68.2,61.5,1st Grade,30-60 minutes
10741,1,2,2,15,62.7,24.0,1st Grade,Less than 30 min
10742,4,2,2,15,54.0,50.7,4th Grade,Less than 30 min
10743,1,2,3,45,46.4,30.0,1st Grade,30-60 minutes
10744,3,2,3,45,54.2,60.1,3rd Grade,30-60 minutes
10745,2,1,3,45,42.9,47.9,2nd Grade,30-60 minutes
10746,3,2,2,15,39.8,62.2,3rd Grade,Less than 30 min
10747,5,2,2,15,65.8,52.7,5th Grade,Less than 30 min
10748,5,2,2,15,63.7,57.0,5th Grade,Less than 30 min
10749,2,2,2,15,55.2,64.2,2nd Grade,Less than 30 min
10750,0,3,2,15,28.1,36.1,Kindergarten,Less than 30 min
10751,2,3,3,45,56.1,57.3,2nd Grade,30-60 minutes
10752,3,3,2,15,56.7,69.9,3rd Grade,Less than 30 min
10753,3,2,4,90,60.7,79.1,3rd Grade,1-2 hours
10754,3,2,1,0,60.4,33.8,3rd Grade,No homework
10755,0,3,1,0,63.1,61.1,Kindergarten,No homework
10756,3,1,4,90,37.1,45.0,3rd Grade,1-2 hours
10757,1,1,1,0,54.0,40.2,1st Grade,No homework
10758,4,2,4,90,63.2,57.1,4th Grade,1-2 hours
10759,2,2,1,0,35.4,43.6,2nd Grade,No homework
10760,4,1,1,0,54.6,85.0,4th Grade,No homework
10761,0,2,2,15,38.8,51.3,Kindergarten,Less than 30 min
10762,2,2,1,0,18.5,56.3,2nd Grade,No homework
10763,4,2,1,0,41.7,54.8,4th Grade,No homework
10764,1,2,2,15,64.1,54.7,1st Grade,Less than 30 min
10765,4,2,3,45,60.0,56.4,4th Grade,30-60 minutes
10766,3,1,4,90,44.4,57.1,3rd Grade,1-2 hours
10767,3,1,4,90,24.0,56.8,3rd Grade,1-2 hours
10768,2,2,3,45,37.6,52.1,2nd Grade,30-60 minutes
10769,2,2,2,15,57.1,47.0,2nd Grade,Less than 30 min
10770,3,2,3,45,58.2,50.2,3rd Grade,30-60 minutes
10771,2,2,3,45,41.3,67.0,2nd Grade,30-60 minutes
10772,4,2,1,0,,69.1,4th Grade,No homework
10773,2,2,2,15,42.6,,2nd Grade,Less than 30 min
10774,1,2,3,45,20.4,28.0,1st Grade,30-60 minutes
10775,1,1,2,15,35.3,35.0,1st Grade,Less than 30 min
10776,0,3,2,15,35.9,52.7,Kindergarten,Less than 30 min
10777,1,2,1,0,36.5,50.7,1st Grade,No homework
10778,4,2,4,90,58.2,67.0,4th Grade,1-2 hours
10779,4,2,2,15,55.0,76.0,4th Grade,Less than 30 min
10780,1,3,3,45,33.2,46.2,1st Grade,30-60 minutes
10781,5,2,2,15,71.7,67.9,5th Grade,Less than 30 min
10782,3,1,4,90,58.0,57.4,3rd Grade,1-2 hours
10783,5,3,3,45,70.9,85.0,5th Grade,30-60 minutes
10784,4,2,3,45,59.1,62.1,4th Grade,30-60 minutes
10785,4,1,4,90,53.2,84.3,4th Grade,1-2 hours
10786,0,1,1,0,16.0,44.9,Kindergarten,No homework
10787,1,2,1,0,53.0,58.8,1st Grade,No homework
10788,0,2,3,45,30.2,,Kindergarten,30-60 minutes
10789,4,2,3,45,63.2,62.2,4th Grade,30-60 minutes
10790,2,3,3,45,54.5,72.8,2nd Grade,30-60 minutes
10791,4,2,2,15,55.5,74.4,4th Grade,Less than 30 min
10792,2,2,3,45,51.3,48.5,2nd Grade,30-60 minutes
10793,4,2,1,0,68.9,49.6,4th Grade,No homework
10794,0,3,2,15,61.4,72.4,Kindergarten,Less than 30 min
10795,1,2,2,15,48.9,46.2,1st Grade,Less than 30 min
10796,2,3,2,15,67.2,,2nd Grade,Less than 30 min
10797,2,1,1,0,57.2,21.8,2nd Grade,No homework
10798,2,3,3,45,42.1,60.8,2nd Grade,30-60 minutes
10799,4,2,3,45,76.0,65.6,4th Grade,30-60 minutes
10800,0,3,1,0,51.9,53.3,Kindergarten,No homework
10801,2,1,3,45,43.0,64.0,2nd Grade,30-60 minutes
10802,5,1,2,15,64.8,60.3,5th Grade,Less than 30 min
10803,0,1,3,45,29.1,29.9,Kindergarten,30-60 minutes
10804,5,2,4,90,71.4,85.0,5th Grade,1-2 hours
10805,5,2,4,90,54.8,85.0,5th Grade,1-2 hours
10806,0,3,1,0,28.9,63.5,Kindergarten,No homework
10807,1,2,2,15,50.0,48.6,1st Grade,Less than 30 min
10808,2,1,1,0,44.7,39.9,2nd Grade,No homework
10809,4,1,4,90,58.8,44.8,4th Grade,1-2 hours
10810,3,1,2,15,44.0,54.4,3rd Grade,Less than 30 min
10811,3,3,1,0,66.6,75.6,3rd Grade,No homework
10812,4,3,2,15,63.0,54.0,4th Grade,Less than 30 min
10813,0,3,4,90,54.2,57.6,Kindergarten,1-2 hours
10814,5,2,4,90,60.0,79.4,5th Grade,1-2 hours
10815,4,1,2,15,48.4,49.6,4th Grade,Less than 30 min
10816,3,1,5,150,45.5,55.8,3rd Grade,More than 2 hours
10817,5,2,2,15,64.9,45.9,5th Grade,Less than 30 min
10818,4,3,4,90,67.0,85.0,4th Grade,1-2 hours
10819,1,1,2,15,40.6,34.4,1st Grade,Less than 30 min
10820,2,1,3,45,37.9,39.4,2nd Grade,30-60 minutes
10821,2,2,2,15,,52.6,2nd Grade,Less than 30 min
10822,0,2,1,0,59.9,37.3,Kindergarten,No homework
10823,5,2,4,90,,84.5,5th Grade,1-2 hours
10824,0,3,1,0,45.4,41.0,Kindergarten,No homework
10825,4,1,1,0,45.8,50.4,4th Grade,No homework
10826,3,3,3,45,82.6,74.8,3rd Grade,30-60 minutes
10827,0,1,2,15,35.8,15.0,Kindergarten,Less than 30 min
10828,5,1,3,45,69.9,42.9,5th Grade,30-60 minutes
10829,5,2,3,45,72.9,80.7,5th Grade,30-60 minutes
10830,3,1,2,15,56.2,56.9,3rd Grade,Less than 30 min
10831,1,2,3,45,55.3,49.1,1st Grade,30-60 minutes
