artist,title,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,genre
Vince Gill;Jenny Gill,Let There Be Peace On Earth,0.453,0.139,0.0302,0.806,3.11e-06,0.121,0.17,country
Eli Young Band,Break Up In A Bar,0.602,0.831,0.0365,0.0164,0.000736,0.184,0.722,country
Eli Young Band,Drunk Last Night,0.525,0.858,0.0355,0.0466,0.0,0.102,0.57,country
Ian Munsick,Long Haul,0.505,0.627,0.0273,0.423,7.4e-05,0.0755,0.296,country
Steve Miller Band,Abracadabra,0.791,0.534,0.0355,0.0749,1.99e-06,0.156,0.963,country
Vince Gill;Jenny Gill,Let There Be Peace On Earth,0.453,0.139,0.0302,0.806,3.11e-06,0.121,0.17,country
Ian Munsick,Long Haul,0.505,0.627,0.0273,0.423,7.4e-05,0.0755,0.296,country
Ian Munsick;Cody Johnson,Long Live Cowgirls,0.233,0.432,0.0321,0.291,0.0,0.279,0.286,country
Ingrid Andress,Christmas Always Finds Me,0.386,0.124,0.0306,0.928,0.0,0.116,0.46,country
Steve Miller Band,The Joker,0.596,0.448,0.0396,0.365,5.22e-06,0.207,0.796,country
Ingrid Andress,Christmas Always Finds Me,0.386,0.124,0.0306,0.928,0.0,0.116,0.46,country
Vince Gill,It's The Most Wonderful Time Of The Year,0.519,0.397,0.0293,0.852,3.95e-05,0.217,0.557,country
Ingrid Andress,Christmas Always Finds Me,0.386,0.124,0.0306,0.928,0.0,0.116,0.46,country
Scotty McCreery,Christmas In Heaven,0.49,0.515,0.0236,0.623,1.26e-05,0.12,0.256,country
Ingrid Andress,Christmas Always Finds Me,0.386,0.124,0.0306,0.928,0.0,0.116,0.46,country
Ingrid Andress,Christmas Always Finds Me,0.386,0.124,0.0306,0.928,0.0,0.116,0.46,country
Ingrid Andress,Christmas Always Finds Me,0.386,0.124,0.0306,0.928,0.0,0.116,0.46,country
Ian Munsick,More than Me,0.495,0.746,0.0266,0.49,0.0,0.176,0.463,country
Steve Miller Band,Abracadabra - Remastered 2017,0.753,0.788,0.0383,0.126,1.07e-06,0.141,0.964,country
Ian Munsick,Long Haul,0.505,0.627,0.0273,0.423,7.4e-05,0.0755,0.296,country
Ingrid Andress,Christmas Always Finds Me,0.386,0.124,0.0306,0.928,0.0,0.116,0.46,country
The Doobie Brothers,What a Fool Believes,0.646,0.625,0.0336,0.275,0.0,0.086,0.977,country
Ian Munsick,Long Haul,0.505,0.627,0.0273,0.423,7.4e-05,0.0755,0.296,country
Ian Munsick,More than Me,0.495,0.746,0.0266,0.49,0.0,0.176,0.463,country
Ingrid Andress,Christmas Always Finds Me,0.386,0.124,0.0306,0.928,0.0,0.116,0.46,country
Ian Munsick;Cody Johnson,Long Live Cowgirls,0.233,0.432,0.0321,0.291,0.0,0.279,0.286,country
Ian Munsick,More than Me,0.495,0.746,0.0266,0.49,0.0,0.176,0.463,country
Steve Miller Band,Abracadabra,0.791,0.534,0.0355,0.0749,1.99e-06,0.156,0.963,country
Eli Young Band,When It Rains,0.604,0.666,0.0309,0.172,4.48e-06,0.236,0.24,country
Ian Munsick;Ryan Charles,Cowboy Killer,0.784,0.723,0.04,0.0163,0.0,0.16,0.739,country
Ian Munsick;Cody Johnson,Long Live Cowgirls,0.233,0.432,0.0321,0.291,0.0,0.279,0.286,country
Steve Miller Band,Abracadabra,0.791,0.534,0.0355,0.0749,1.99e-06,0.156,0.963,country
Steve Miller Band,Abracadabra - Remastered 2017,0.753,0.788,0.0383,0.126,1.07e-06,0.141,0.964,country
Thomas Rhett;Katy Perry,Where We Started,0.6,0.533,0.0256,0.272,0.0,0.0927,0.626,country
Chris Stapleton,Tennessee Whiskey,0.392,0.37,0.0298,0.205,0.0096,0.0821,0.512,country
Bob Dylan,Blowin' in the Wind,0.38,0.0993,0.0509,0.914,2.32e-05,0.0605,0.44,country
John Denver,Annie's Song,0.304,0.305,0.0298,0.871,0.00368,0.367,0.464,country
The Band Perry,If I Die Young,0.606,0.497,0.0277,0.348,0.0,0.275,0.362,country
Dan + Shay,Glad You Exist,0.741,0.499,0.0356,0.23,0.0,0.125,0.692,country
Danielle Bradbery,Look At The Mess I'm In,0.333,0.478,0.031,0.367,2.28e-06,0.115,0.291,country
Hunter Hayes,Wanted,0.414,0.475,0.0299,0.268,0.0,0.0816,0.3,country
Conner Smith,I Hate Alabama,0.203,0.818,0.0621,0.188,0.0,0.343,0.392,country
Upchurch,Hank Hill,0.786,0.798,0.268,0.0579,0.0,0.247,0.714,country
Hunter Hayes,Tattoo - UK Pop Mix,0.443,0.9,0.0589,0.0102,1.36e-06,0.16,0.72,country
Koe Wetzel,Gravedigger,0.383,0.801,0.0494,0.0404,0.0,0.285,0.506,country
Hunter Hayes,Wanted,0.414,0.475,0.0299,0.268,0.0,0.0816,0.3,country
Chris Janson,Keys to the Country,0.569,0.852,0.0373,0.0258,0.0,0.355,0.654,country
Chris Janson,Keys to the Country,0.569,0.852,0.0373,0.0258,0.0,0.355,0.654,country
Hunter Hayes,This Christmas,0.438,0.649,0.068,0.179,1.46e-06,0.0676,0.745,country
Trisha Yearwood,Away In A Manger,0.309,0.135,0.0313,0.933,1.16e-05,0.355,0.34,country
Hunter Hayes,This Christmas,0.438,0.649,0.068,0.179,1.46e-06,0.0676,0.745,country
Danielle Bradbery,Stop Draggin' Your Boots,0.463,0.76,0.11,0.0379,0.0,0.115,0.65,country
Hunter Hayes,Storm Warning,0.483,0.844,0.0833,0.0331,0.0,0.133,0.772,country
Hunter Hayes,This Christmas,0.438,0.649,0.068,0.179,1.46e-06,0.0676,0.745,country
Chris Janson,Holdin' Her,0.353,0.574,0.0331,0.426,2.27e-05,0.0939,0.386,country
Chris Janson;Eric Church,"You, Me & the River",0.332,0.452,0.0319,0.505,3.27e-06,0.133,0.333,country
Loretta Lynn,"I Love You, I Love You",0.565,0.234,0.0286,0.723,0.000354,0.0854,0.484,country
Chris Janson;Eric Church,"You, Me & the River",0.332,0.452,0.0319,0.505,3.27e-06,0.133,0.333,country
Loretta Lynn,Country Christmas,0.783,0.386,0.0395,0.795,4.92e-05,0.129,0.834,country
Trisha Yearwood,XXX's And OOO's (An American Girl),0.704,0.735,0.031,0.18,0.0,0.172,0.766,country
Chris Janson,It Is Christmas,0.289,0.424,0.0329,0.826,3.02e-06,0.104,0.188,country
Hunter Hayes;The Shadowboxers,You Should Be Loved,0.609,0.66,0.0343,0.123,0.0,0.134,0.571,country
Chris Janson,Fix a Drink,0.561,0.887,0.0889,0.0297,0.0,0.352,0.792,country
Loretta Lynn,"I Love You, I Love You",0.565,0.234,0.0286,0.723,0.000354,0.0854,0.484,country
Chris Janson,It Is Christmas,0.289,0.424,0.0329,0.826,3.02e-06,0.104,0.188,country
Chris Janson,Holdin' Her,0.353,0.574,0.0331,0.426,2.27e-05,0.0939,0.386,country
Sturgill Simpson,Brace for Impact - Live a Little,0.616,0.706,0.0233,0.00975,0.309,0.111,0.655,country
Loretta Lynn,"I Love You, I Love You",0.565,0.234,0.0286,0.723,0.000354,0.0854,0.484,country
Chris Janson,Holdin' Her,0.353,0.574,0.0331,0.426,2.27e-05,0.0939,0.386,country
John Michael Montgomery,Weekend Superstar,0.587,0.876,0.0684,0.245,0.0,0.331,0.891,country
Chris Janson;Eric Church,"You, Me & the River",0.332,0.452,0.0319,0.505,3.27e-06,0.133,0.333,country
Chris Janson;Eric Church,"You, Me & the River",0.332,0.452,0.0319,0.505,3.27e-06,0.133,0.333,country
John Michael Montgomery,The Christmas Song (Chestnuts Roasting on an Open Fire),0.308,0.394,0.0305,0.483,0.000866,0.0853,0.251,country
Chris Janson,It Is Christmas,0.289,0.424,0.0329,0.826,3.02e-06,0.104,0.188,country
Chris Janson,Holdin' Her,0.353,0.574,0.0331,0.426,2.27e-05,0.0939,0.386,country
Chris Janson,Buy Me a Boat,0.574,0.742,0.0513,0.309,0.0,0.11,0.69,country
Chris Janson,Who's Your Farmer,0.618,0.861,0.0427,0.0108,0.0,0.15,0.798,country
Sturgill Simpson,In Bloom,0.433,0.366,0.0311,0.0682,0.248,0.123,0.267,country
Sturgill Simpson,All Around You,0.312,0.562,0.0298,0.123,0.165,0.136,0.513,country
Sturgill Simpson,All Around You,0.312,0.562,0.0298,0.123,0.165,0.136,0.513,country
Sturgill Simpson,Brace for Impact - Live a Little,0.616,0.706,0.0233,0.00975,0.309,0.111,0.655,country
Sturgill Simpson,In Bloom,0.433,0.366,0.0311,0.0682,0.248,0.123,0.267,country
Gary Allan,Please Come Home For Christmas,0.625,0.808,0.0364,0.205,1.92e-05,0.421,0.583,country
John Denver,"Take Me Home, Country Roads",0.38,0.43,0.0288,0.546,1.71e-05,0.188,0.547,country
Kacey Musgraves,Butterflies,0.689,0.614,0.0306,0.252,1.95e-05,0.178,0.411,country
Carrie Underwood,Before He Cheats,0.519,0.749,0.0405,0.271,0.0,0.119,0.29,country
Spencer Crandall,My Person,0.567,0.757,0.0485,0.0936,0.0,0.13,0.754,country
Jana Kramer,I Got the Boy,0.625,0.569,0.0271,0.26,0.0,0.127,0.361,country
Eagles,Love Will Keep Us Alive,0.658,0.374,0.026,0.721,1.28e-05,0.112,0.367,country
Thomas Rhett,Die A Happy Man,0.595,0.389,0.0349,0.418,1.39e-06,0.116,0.4,country
Lynyrd Skynyrd,Free Bird,0.249,0.834,0.0577,0.0738,9.48e-05,0.0924,0.338,country
Kenny Rogers,The Gambler,0.671,0.501,0.0594,0.342,0.0,0.194,0.86,country
Don Williams,Some Broken Hearts Never Mend,0.622,0.466,0.0257,0.868,0.888,0.108,0.71,country
Luke Combs,Beautiful Crazy,0.551,0.402,0.0262,0.676,0.0,0.0928,0.382,country
Dolly Parton,Jolene,0.674,0.537,0.0363,0.566,0.0,0.131,0.809,country
Don Williams,"Lord, I Hope This Day Is Good - Single Version",0.526,0.388,0.029,0.252,0.00137,0.114,0.702,country
Kane Brown;Katelyn Brown,Thank God,0.738,0.455,0.0352,0.695,0.0,0.107,0.441,country
Koe Wetzel,L.T.W.Y.H.M.,0.439,0.528,0.0262,0.398,0.0,0.0703,0.079,country
Simon Casey,My Lord and My God,0.199,0.119,0.0381,0.99,0.269,0.0912,0.0991,country
Devin Dawson,Christmas Time Is Here,0.431,0.195,0.0516,0.806,1.19e-06,0.0862,0.156,country
Devin Dawson,Christmas Time Is Here,0.431,0.195,0.0516,0.806,1.19e-06,0.0862,0.156,country
William Clark Green,Drunk Again,0.473,0.603,0.026,0.0225,9e-06,0.156,0.423,country
Devin Dawson,Christmas Time Is Here,0.431,0.195,0.0516,0.806,1.19e-06,0.0862,0.156,country
Devin Dawson,All on Me,0.634,0.666,0.029,0.139,0.0,0.216,0.625,country
Uncle Kracker,Drift Away,0.584,0.66,0.0375,0.18,0.0,0.0979,0.868,country
Flatland Cavalry,Ain't Over You Yet,0.503,0.525,0.0255,0.126,1.31e-06,0.129,0.208,country
Devin Dawson,Range Rover,0.765,0.718,0.0473,0.415,0.0,0.0545,0.75,country
Devin Dawson,Range Rover,0.765,0.718,0.0473,0.415,0.0,0.0545,0.75,country
Don Henley,The Boys Of Summer,0.516,0.775,0.0412,0.396,0.00129,0.21,0.858,country
Devin Dawson,All on Me,0.634,0.666,0.029,0.139,0.0,0.216,0.625,country
Jon Langston,Beers Got Drank,0.55,0.883,0.0615,0.0239,0.0,0.285,0.571,country
Uncle Kracker,No Stranger to Shame,0.627,0.845,0.25,0.0707,0.0,0.359,0.773,country
J.J. Cale,Cocaine,0.797,0.496,0.0382,0.396,0.111,0.149,0.587,country
Devin Dawson,I Don't Care Who Sees,0.659,0.663,0.0483,0.0169,0.0,0.0726,0.685,country
J.J. Cale,Cocaine,0.797,0.496,0.0382,0.396,0.111,0.149,0.587,country
Don Henley,The Boys Of Summer,0.516,0.775,0.0412,0.396,0.00129,0.21,0.858,country
Devin Dawson,All on Me,0.634,0.666,0.029,0.139,0.0,0.216,0.625,country
Big & Rich;Bon Jovi,Born Again,0.476,0.888,0.0534,0.0131,0.0,0.277,0.617,country
Rotlaus,Aldri tilbake,0.611,0.867,0.0317,0.226,5.1e-05,0.152,0.669,country
Vassendgutane,Skrekkraude Rapala,0.462,0.903,0.033,0.0684,0.0,0.341,0.784,country
Easton Corbin,A Girl Like You,0.733,0.768,0.0354,0.0197,1.03e-06,0.0643,0.83,country
Big & Rich,Blue Christmas,0.514,0.901,0.114,0.0915,1.47e-05,0.076,0.422,country
Big & Rich,Blue Christmas,0.514,0.901,0.114,0.0915,1.47e-05,0.076,0.422,country
Glen Campbell,Gentle On My Mind - Remastered 2001,0.597,0.415,0.0323,0.189,0.0,0.122,0.826,country
Sugarland,Winter Wonderland,0.587,0.876,0.0432,0.12,0.0,0.0921,0.724,country
Steve Earle,Jerusalem,0.445,0.776,0.0346,0.00252,0.0074,0.0981,0.403,country
Tracy Lawrence,Excitable Boy,0.628,0.854,0.0343,0.0827,0.0232,0.153,0.922,country
Steve Earle,Go Amanda,0.326,0.716,0.0306,0.00227,0.00171,0.123,0.648,country
Big & Rich;Bon Jovi,Born Again,0.476,0.888,0.0534,0.0131,0.0,0.277,0.617,country
Joe Diffie,Pickup Man,0.712,0.745,0.0389,0.408,0.0,0.346,0.843,country
Tracy Lawrence,Just You and Me,0.585,0.34,0.0243,0.767,4.36e-06,0.254,0.26,country
Riley Green,Hell Of A Way To Go - Live,0.44,0.472,0.0596,0.86,0.0,0.968,0.548,country
Lasse Stefanz;N!NE,Peppelinos bar - N!NE EPA Remix,0.603,0.918,0.0446,0.00877,3.01e-06,0.0581,0.874,country
Kane Brown,Heaven,0.677,0.556,0.0306,0.263,0.0,0.105,0.521,country
Dolly Parton;Kenny Rogers,Islands in the Stream,0.611,0.524,0.035,0.68,0.0,0.0753,0.73,country
Morgan Wallen,You Proof,0.731,0.85,0.0336,0.252,0.0,0.605,0.644,country
Rascal Flatts,What Hurts The Most,0.537,0.674,0.0277,0.0088,0.0,0.265,0.33,country
America;George Martin,A Horse with No Name,0.654,0.506,0.0535,0.686,0.0155,0.155,0.831,country
Parmalee,Take My Name,0.559,0.66,0.0512,0.222,0.0,0.193,0.574,country
Jordan Davis;Luke Bryan,Buy Dirt,0.586,0.559,0.05,0.639,0.0,0.0872,0.437,country
Jake Owen,Made For You,0.581,0.441,0.0268,0.77,2.75e-05,0.111,0.337,country
Shania Twain,Man! I Feel Like A Woman!,0.657,0.639,0.0412,0.581,0.0,0.278,0.674,country
Kacey Musgraves,Rainbow,0.581,0.197,0.0329,0.88,0.0,0.107,0.349,country
Gabby Barrett,The Good Ones,0.519,0.552,0.0259,0.18,0.0,0.149,0.331,country
Lonestar,Amazed,0.561,0.543,0.0324,0.26,0.0,0.124,0.243,country
Shania Twain,From This Moment On - Pop On-Tour Version,0.46,0.505,0.0266,0.42,0.0,0.134,0.22,country
Don Williams,I Believe In You,0.512,0.212,0.0483,0.88,0.00573,0.115,0.51,country
Cole Swindell,She Had Me At Heads Carolina,0.607,0.912,0.0611,0.124,0.0,0.332,0.722,country
Walker Hayes,Fancy Like,0.647,0.765,0.06,0.111,0.0,0.315,0.855,country
Eagles,Take It Easy - 2013 Remaster,0.575,0.67,0.0318,0.343,4.95e-06,0.129,0.74,country
Tyler Childers,Good Thing Windin' down,0.401,0.114,0.0357,0.921,0.0,0.122,0.456,country
Tyler Farr,C.O.U.N.T.R.Y.,0.459,0.89,0.044,0.00245,7.23e-06,0.306,0.809,country
Simon Casey,You’ll Never Walk Alone,0.481,0.373,0.0313,0.65,0.000208,0.112,0.142,country
Florida Georgia Line;Jason Aldean,Can’t Hide Red,0.514,0.864,0.0502,0.0256,0.0,0.103,0.471,country
Michael Ray,Whiskey and Rain,0.653,0.623,0.0244,0.505,3.61e-06,0.279,0.718,country
Creedence Clearwater Revival,Bad Moon Rising,0.508,0.774,0.0321,0.0586,4.87e-06,0.063,0.942,country
Jason Aldean,Talk About Georgia,0.434,0.889,0.0649,0.0232,0.0,0.0464,0.527,country
Michael Ray,Get to You,0.481,0.562,0.0319,0.348,0.000428,0.106,0.212,country
Parker McCollum,Galveston Bay,0.527,0.375,0.0243,0.482,0.0,0.132,0.318,country
Upchurch,Dukes of Hazzard,0.759,0.644,0.0379,0.000607,0.0,0.125,0.129,country
Travis Denning,After A Few,0.619,0.855,0.0346,0.0155,0.0,0.162,0.656,country
Michael Ray,Blank Space,0.529,0.825,0.0324,0.158,0.0131,0.385,0.227,country
Michael Ray,Her World or Mine,0.568,0.499,0.0288,0.638,0.0,0.122,0.243,country
Travis Denning,"Red, White And Blue",0.497,0.879,0.0583,0.0755,0.0,0.0651,0.276,country
Michael Ray,One That Got Away,0.566,0.825,0.0416,0.00308,0.0,0.0779,0.609,country
Koe Wetzel,I'll Be Fine,0.663,0.644,0.0375,0.0721,0.0,0.0736,0.372,country
Michael Ray,Time Marches On (The Bootlegger Sessions),0.84,0.507,0.0304,0.29,0.0,0.241,0.703,country
Clay Walker,Frosty the Snowman,0.586,0.473,0.0829,0.668,0.0,0.0746,0.713,country
Big & Rich;Bon Jovi,Born Again,0.476,0.888,0.0534,0.0131,0.0,0.277,0.617,country
Michael Ray,Holy Water,0.534,0.722,0.0339,0.0367,1.68e-06,0.11,0.224,country
Clay Walker,Frosty the Snowman,0.586,0.473,0.0829,0.668,0.0,0.0746,0.713,country
Michael Ray,Holy Water,0.534,0.722,0.0339,0.0367,1.68e-06,0.11,0.224,country
Michael Ray,Livin' It Up,0.41,0.947,0.0747,0.00101,0.00477,0.26,0.502,country
Allman Brothers Band,Trouble No More,0.556,0.567,0.0333,0.0577,0.00144,0.0907,0.856,country
Michael Ray,Time Marches On (The Bootlegger Sessions),0.84,0.507,0.0304,0.29,0.0,0.241,0.703,country
Big & Rich,Blue Christmas,0.514,0.901,0.114,0.0915,1.47e-05,0.076,0.422,country
Allman Brothers Band,Midnight Rider,0.346,0.589,0.036,0.21,0.00703,0.15,0.638,country
Michael Ray,Time Marches On (The Bootlegger Sessions),0.84,0.507,0.0304,0.29,0.0,0.241,0.703,country
Koe Wetzel,Crying From The Bathroom,0.322,0.457,0.0321,0.292,1.51e-05,0.0639,0.0729,country
Michael Ray,Holy Water,0.534,0.722,0.0339,0.0367,1.68e-06,0.11,0.224,country
Michael Ray,Time Marches On (The Bootlegger Sessions),0.84,0.507,0.0304,0.29,0.0,0.241,0.703,country
Michael Ray,Barefoot Blue Jean Night (The Next Performance),0.518,0.601,0.0428,0.00694,0.0,0.204,0.464,country
Michael Ray,Time Marches On (The Bootlegger Sessions),0.84,0.507,0.0304,0.29,0.0,0.241,0.703,country
Jim Croce,Time in a Bottle,0.533,0.155,0.0376,0.888,0.0,0.108,0.592,country
Dan + Shay,Tequila,0.489,0.581,0.0281,0.0312,0.0,0.132,0.494,country
Florida Georgia Line,H.O.L.Y.,0.523,0.666,0.0327,0.401,0.0,0.0728,0.564,country
Gabby Barrett;Charlie Puth,I Hope (feat. Charlie Puth),0.563,0.576,0.0401,0.171,0.0,0.158,0.412,country
Morgan Wallen,Wasted On You,0.505,0.657,0.0318,0.373,0.00107,0.126,0.252,country
Lady A,Need You Now,0.587,0.622,0.0303,0.0927,0.000636,0.2,0.231,country
Gabby Barrett,I Hope,0.466,0.536,0.0429,0.0951,0.0,0.114,0.377,country
Lady A,Just A Kiss,0.593,0.639,0.0307,0.446,0.0,0.0998,0.332,country
Boston,More Than a Feeling,0.377,0.681,0.0298,0.00088,0.0023,0.0504,0.285,country
Music Travel Love,You Are My Sunshine,0.64,0.315,0.0328,0.655,1.63e-06,0.108,0.584,country
Luke Combs,The Kind of Love We Make,0.608,0.745,0.0277,0.0226,6.47e-06,0.0942,0.464,country
Eagles,"Hotel California - Live On MTV, 1994",0.55,0.49,0.0572,0.368,9.96e-05,0.917,0.609,country
ZZ Top,La Grange - 2005 Remaster,0.545,0.64,0.224,0.00249,0.0304,0.196,0.606,country
Luke Combs,Forever After All,0.487,0.65,0.0253,0.191,0.0,0.0933,0.456,country
Dan + Shay,Steal My Love,0.59,0.633,0.0328,0.619,0.0,0.157,0.751,country
Brad Paisley;Alison Krauss,Whiskey Lullaby (feat. Alison Krauss),0.52,0.333,0.0302,0.816,0.0,0.188,0.198,country
Riley Green,North On 21,0.614,0.589,0.0351,0.472,0.0,0.109,0.351,country
Koe Wetzel,One and Only,0.394,0.734,0.0335,0.0113,0.0,0.139,0.371,country
Gerry Rafferty,Right Down the Line,0.783,0.322,0.0343,0.215,0.00243,0.114,0.77,country
Casey Donahew,Stockyards,0.708,0.622,0.0409,0.0104,0.0,0.0735,0.777,country
Glen Campbell,Christmas Is For Children,0.32,0.288,0.0291,0.363,0.00561,0.0943,0.181,country
Rotlaus,Her,0.62,0.724,0.0262,0.104,0.000354,0.26,0.279,country
Riley Green,Jesus And Wranglers,0.579,0.754,0.0261,0.00805,0.0,0.0803,0.734,country
Upchurch,White Lightning,0.792,0.577,0.0952,0.0471,2.83e-06,0.167,0.541,country
Tyler Braden,Try Losing One,0.455,0.4,0.0293,0.546,0.0,0.0971,0.103,country
Tyler Braden,Try Losing One,0.455,0.4,0.0293,0.546,0.0,0.0971,0.103,country
Tyler Braden,Try Losing One,0.455,0.4,0.0293,0.546,0.0,0.0971,0.103,country
Tyler Braden;American Song Contest,Seventeen,0.401,0.656,0.0315,0.117,2.02e-05,0.107,0.27,country
Tyler Braden,Try Losing One,0.455,0.4,0.0293,0.546,0.0,0.0971,0.103,country
George Thorogood & The Destroyers,Rock And Roll Christmas,0.348,0.981,0.137,0.00479,0.0883,0.0905,0.704,country
Michael Ray,Time Marches On (The Bootlegger Sessions),0.84,0.507,0.0304,0.29,0.0,0.241,0.703,country
Steppenwolf,The Pusher,0.508,0.47,0.0262,0.201,0.0553,0.14,0.69,country
Ashley McBryde,A Little Dive Bar in Dahlonega,0.651,0.479,0.0447,0.426,0.0,0.151,0.575,country
Ashley McBryde,First Thing I Reach For,0.597,0.787,0.0409,0.196,0.000362,0.239,0.886,country
Steppenwolf,Hey Lawdy Mama - Single Version,0.589,0.831,0.0615,0.0195,2.41e-05,0.0635,0.511,country
Ashley McBryde,A Little Dive Bar in Dahlonega,0.651,0.479,0.0447,0.426,0.0,0.151,0.575,country
Ashley McBryde,A Little Dive Bar in Dahlonega,0.651,0.479,0.0447,0.426,0.0,0.151,0.575,country
Lasse Stefanz,Du försvann som en vind,0.633,0.696,0.0296,0.0914,4.08e-05,0.266,0.714,country
Gunslingers,Bygdaslaur,0.576,0.793,0.0481,0.288,0.0,0.188,0.438,country
Dr. Hook,When You're In Love With A Beautiful Woman - Remastered 1996,0.593,0.768,0.0515,0.0535,0.0049,0.0476,0.874,country
Ashley McBryde,Styrofoam,0.737,0.701,0.0446,0.0495,1.11e-06,0.108,0.844,country
Ashley McBryde,Martha Divine,0.582,0.939,0.0781,0.0069,0.00365,0.0732,0.594,country
Emmylou Harris,Christmas Time's A-Coming,0.715,0.404,0.0262,0.583,0.0,0.115,0.709,country
Ashley McBryde,One Night Standards,0.537,0.686,0.0293,0.0287,0.00704,0.0988,0.611,country
Steppenwolf,Born To Be Wild - Single Version,0.468,0.81,0.0724,0.00169,0.0314,0.567,0.464,country
The Band,Christmas Must Be Tonight - Remastered 2001,0.668,0.665,0.0267,0.0519,6.68e-05,0.109,0.766,country
The Band,Christmas Must Be Tonight - Remastered 2001,0.668,0.665,0.0267,0.0519,6.68e-05,0.109,0.766,country
Emmylou Harris,Christmas Time's A-Coming,0.715,0.404,0.0262,0.583,0.0,0.115,0.709,country
The Band,Christmas Must Be Tonight - Remastered 2001,0.668,0.665,0.0267,0.0519,6.68e-05,0.109,0.766,country
Joe Diffie,John Deere Green,0.701,0.805,0.0272,0.106,0.0,0.0581,0.696,country
Hannah Ellis;Nick Wayne,If the World Was Ending,0.492,0.399,0.0653,0.771,0.0,0.189,0.637,country
Dolly Parton,9 to 5,0.554,0.783,0.0457,0.416,1.54e-06,0.631,0.813,country
Buffalo Springfield,For What It's Worth,0.653,0.519,0.0497,0.406,0.0209,0.101,0.822,country
Thomas Rhett,Marry Me,0.333,0.412,0.029,0.0977,0.0,0.113,0.474,country
Darius Rucker,Wagon Wheel,0.537,0.66,0.0296,0.455,0.0,0.135,0.574,country
Jordan Davis,Next Thing You Know,0.557,0.597,0.048,0.646,0.0,0.0974,0.414,country
Emily Hackett;Will Anderson,Take My Hand (The Wedding Song) [feat. Will Anderson],0.592,0.465,0.0279,0.663,0.000776,0.0918,0.283,country
Steppenwolf,Born To Be Wild,0.438,0.71,0.0919,0.262,0.537,0.221,0.53,country
Shania Twain;Bryan White,From This Moment On,0.305,0.323,0.0284,0.483,0.0,0.107,0.103,country
Badfinger,Baby Blue - Remastered 2010,0.623,0.876,0.066,0.0189,0.0134,0.0728,0.515,country
Tim McGraw;Taylor Swift;Keith Urban,Highway Don't Care,0.477,0.79,0.0394,0.0261,0.0,0.0841,0.505,country
Florida Georgia Line,Life,0.485,0.663,0.0338,0.0686,0.0,0.129,0.38,country
Don Williams,Good Ole Boys Like Me,0.658,0.325,0.0282,0.712,0.00261,0.158,0.483,country
Dan + Shay,Good Things,0.529,0.621,0.0296,0.13,0.0,0.173,0.617,country
Morgan Evans,Country Outta My Girl,0.448,0.932,0.0976,0.0174,0.0,0.347,0.709,country
Morgan Evans;Kelsea Ballerini,Dance with Me,0.611,0.519,0.035,0.481,4.82e-06,0.107,0.462,country
Morgan Evans,Country Outta My Girl,0.448,0.932,0.0976,0.0174,0.0,0.347,0.709,country
Tyler Rich,Trucks Don't Lie,0.424,0.774,0.0359,0.0573,8.54e-06,0.0854,0.346,country
Morgan Evans,I Do,0.509,0.761,0.0441,0.122,0.0,0.137,0.71,country
Morgan Evans,Country Outta My Girl,0.448,0.932,0.0976,0.0174,0.0,0.347,0.709,country
Morgan Evans;Kelsea Ballerini,Dance with Me,0.611,0.519,0.035,0.481,4.82e-06,0.107,0.462,country
Morgan Evans,Country Outta My Girl,0.448,0.932,0.0976,0.0174,0.0,0.347,0.709,country
Morgan Evans,Country Outta My Girl,0.448,0.932,0.0976,0.0174,0.0,0.347,0.709,country
Florida Georgia Line,Simple,0.362,0.882,0.0973,0.0791,0.0,0.15,0.864,country
Little River Band,Reminiscing - Remastered,0.362,0.466,0.0403,0.65,0.00589,0.132,0.342,country
Parker McCollum,To Be Loved By You,0.475,0.805,0.0377,0.000453,0.0,0.143,0.488,country
Morgan Evans,Country Outta My Girl,0.448,0.932,0.0976,0.0174,0.0,0.347,0.709,country
Morgan Evans,Country Outta My Girl,0.448,0.932,0.0976,0.0174,0.0,0.347,0.709,country
Morgan Evans;Kelsea Ballerini,Dance with Me,0.611,0.519,0.035,0.481,4.82e-06,0.107,0.462,country
Tyler Braden,Try Losing One,0.455,0.4,0.0293,0.546,0.0,0.0971,0.103,country
Upchurch,Traveler,0.786,0.599,0.0602,0.454,6.95e-06,0.111,0.482,country
Tyler Braden,Try Losing One,0.455,0.4,0.0293,0.546,0.0,0.0971,0.103,country
Steve Winwood,Valerie,0.679,0.766,0.0291,0.32,0.015,0.111,0.679,country
Morgan Evans,Song for the Summer,0.606,0.817,0.0327,0.0279,8.79e-05,0.228,0.645,country
Gunslingers,32-18,0.646,0.836,0.038,0.133,0.0,0.116,0.405,country
Tyler Braden,Try Losing One,0.455,0.4,0.0293,0.546,0.0,0.0971,0.103,country
Upchurch;Katie Noel;Chucky V,Dance with the Devil (feat. Katie Noel & Chucky V),0.711,0.813,0.0535,0.0248,0.0,0.0941,0.347,country
Steve Winwood,Valerie,0.679,0.766,0.0291,0.32,0.015,0.111,0.679,country
Koe Wetzel,Outcast,0.511,0.347,0.025,0.726,0.00105,0.375,0.0514,country
Upchurch,Tunnel Vision,0.773,0.516,0.0613,0.457,0.0,0.278,0.358,country
